force (kg),x_mag,y_mag,z_mag,,force (kg),,,
-0.745,-0.008941822,0.00121529,0.007620024,,-1.3559,-0.010414921,0.007875081,0.008642711
-0.75,-0.009665058,0.002700645,0.008321868,,-1.365,-0.011138157,0.009360436,0.009344556
-0.755,-0.010191047,-0.001890452,0.005815281,,-1.3741,-0.011664147,0.004769339,0.006837969
-0.76,-0.010125298,0.003510839,0.008622659,,-1.3832,-0.011598398,0.01017063,0.009645346
-0.765,-0.010125298,0.003510839,0.008622659,,-1.3923,-0.011598398,0.01017063,0.009645346
-0.77,-0.010125298,0.003510839,0.008622659,,-1.4014,-0.011598398,0.01017063,0.009645346
-0.775,-0.010125298,0.003510839,0.008622659,,-1.4105,-0.011598398,0.01017063,0.009645346
-0.78,-0.010125298,0.003510839,0.008622659,,-1.4196,-0.011598398,0.01017063,0.009645346
-0.785,-0.010125298,0.003510839,0.008622659,,-1.4287,-0.011598398,0.01017063,0.009645346
-0.79,-0.009336314,0.003780903,0.00922424,,-1.4378,-0.010809414,0.010440694,0.010246927
-0.795,-0.009336314,0.003780903,0.008722922,,-1.4469,-0.010809414,0.010440694,0.00974561
-0.8,-0.008876073,0.003375806,0.009023713,,-1.456,-0.010349173,0.010035597,0.0100464
-0.805,0.006772115,-0.001350323,0.006717653,,-1.4651,0.005299016,0.005309468,0.00774034
-0.81,-0.011111529,0.000135032,0.008121341,,-1.4742,-0.012584628,0.006794823,0.009144029
-0.815,-0.011111529,0.000135032,0.008121341,,-1.4833,-0.012584628,0.006794823,0.009144029
-0.82,-0.00953356,0.00121529,0.008722922,,-1.4924,-0.01100666,0.007875081,0.00974561
-0.825,-0.011703267,-0.000810194,0.007920814,,-1.5015,-0.013176366,0.005849597,0.008943502
-0.83,-0.011703267,-0.000810194,0.007920814,,-1.5106,-0.013176366,0.005849597,0.008943502
-0.835,-0.010322545,0.000135032,0.008722922,,-1.5197,-0.011795644,0.006794823,0.00974561
-0.84,-0.010125298,-0.001350323,0.007620024,,-1.5288,-0.011598398,0.005309468,0.008642711
-0.845,-0.010125298,-0.001350323,0.007620024,,-1.5379,-0.011598398,0.005309468,0.008642711
-0.85,-0.010125298,-0.001350323,0.007620024,,-1.547,-0.011598398,0.005309468,0.008642711
-0.855,-0.010125298,-0.001350323,0.007620024,,-1.5561,-0.011598398,0.005309468,0.008642711
-0.86,-0.010125298,-0.001350323,0.007620024,,-1.5652,-0.011598398,0.005309468,0.008642711
-0.865,-0.010782785,0.003780903,0.010627928,,-1.5743,-0.012255885,0.010440694,0.011650616
-0.87,-0.010782785,0.003780903,0.010627928,,-1.5834,-0.012255885,0.010440694,0.011650616
-0.875,-0.011966262,-0.002430581,0.008021078,,-1.5925,-0.013439361,0.00422921,0.009043765
-0.88,-0.01203201,-0.001755419,0.008121341,,-1.6016,-0.01350511,0.004904372,0.009144029
-0.885,-0.012492251,0.003645871,0.010527665,,-1.6107,-0.013965351,0.010305662,0.011550352
-0.89,-0.011966262,0.001485355,0.00982582,,-1.6198,-0.013439361,0.008145146,0.010848508
-0.895,-0.011177277,-0.000810194,0.008121341,,-1.6289,-0.012650377,0.005849597,0.009144029
-0.9,-0.012820995,-0.000810194,0.008923449,,-1.638,-0.014294094,0.005849597,0.009946137
-0.905,-0.012820995,0.002025484,0.010026347,,-1.6471,-0.014294094,0.008685275,0.011049035
-0.91,-0.012558,0.003375806,0.010728192,,-1.6562,-0.014031099,0.010035597,0.011750879
-0.915,-0.011900513,0.002700645,0.010427401,,-1.6653,-0.013373613,0.009360436,0.011450089
-0.92,-0.012097759,-0.001755419,0.008622659,,-1.6744,-0.013570859,0.004904372,0.009645346
-0.925,-0.013215487,-0.000405097,0.00922424,,-1.6835,-0.014688586,0.006254694,0.010246927
-0.93,-0.012689497,0.000405097,0.009926084,,-1.6926,-0.014162597,0.007064888,0.010948771
-0.935,-0.013149738,0.003645871,0.011129246,,-1.7017,-0.014622838,0.010305662,0.012151933
-0.94,-0.012360754,0.002700645,0.011028982,,-1.7108,-0.013833853,0.009360436,0.012051669
-0.945,-0.012689497,-0.000405097,0.009324503,,-1.7199,-0.014162597,0.006254694,0.01034719
-0.95,-0.013675728,-0.002430581,0.009926084,,-1.729,-0.015148827,0.00422921,0.010948771
-0.955,-0.013675728,-0.000405097,0.010327138,,-1.7381,-0.015148827,0.006254694,0.011349825
-0.96,-0.013741476,0.002295548,0.010627928,,-1.7472,-0.015214576,0.008955339,0.011650616
-0.965,-0.013346984,0.004186,0.012031617,,-1.7563,-0.014820084,0.010845791,0.013054304
-0.97,-0.012623749,0.003645871,0.012031617,,-1.7654,-0.014096848,0.010305662,0.013054304
-0.975,-0.012097759,0.00297071,0.011630563,,-1.7745,-0.013570859,0.009630501,0.01265325
-0.98,-0.012097759,0.00297071,0.011630563,,-1.7836,-0.013570859,0.009630501,0.01265325
-0.985,-0.01354423,-0.001080258,0.009926084,,-1.7927,-0.01501733,0.005579533,0.010948771
-0.99,-0.01354423,-0.001080258,0.009926084,,-1.8018,-0.01501733,0.005579533,0.010948771
-0.995,-0.015385194,-0.000270065,0.010226874,,-1.8109,-0.016858293,0.006389726,0.011249562
-1,-0.014596209,0.000945226,0.010828455,,-1.82,-0.016069309,0.007605017,0.011851143
