force (kg),x_mag,y_mag,z_mag,,,,,
-0.775,0.011440273,0.009722322,-0.000300791,,-1.4105,0.011169388,0.008821657,0.000479259
-0.78,0.010848534,0.009452258,-0.001203162,,-1.4196,0.010577649,0.008551593,-0.000423112
-0.785,0.010848534,0.009452258,-0.001203162,,-1.4287,0.010577649,0.008551593,-0.000423112
-0.79,0.011900513,0.008912129,-0.001203162,,-1.4378,0.011629628,0.008011464,-0.000423112
-0.795,0.011900513,0.008912129,-0.001203162,,-1.4469,0.011629628,0.008011464,-0.000423112
-0.8,0.011703267,0.011207677,-0.00080215,,-1.456,0.011432382,0.010307012,-2.21E-05
-0.805,0.011703267,0.011207677,-0.00080215,,-1.4651,0.011432382,0.010307012,-2.21E-05
-0.81,0.011703267,0.011207677,-0.00080215,,-1.4742,0.011432382,0.010307012,-2.21E-05
-0.815,0.011966262,0.010532516,-0.001203162,,-1.4833,0.011695377,0.009631851,-0.000423112
-0.82,0.011966262,0.011207677,-0.001403689,,-1.4924,0.011695377,0.010307012,-0.000623639
-0.825,0.011966262,0.011207677,-0.001403689,,-1.5015,0.011695377,0.010307012,-0.000623639
-0.83,0.011966262,0.011207677,-0.001403689,,-1.5106,0.011695377,0.010307012,-0.000623639
-0.835,0.011966262,0.011207677,-0.001403689,,-1.5197,0.011695377,0.010307012,-0.000623639
-0.84,0.012295006,0.011612774,-0.001002635,,-1.5288,0.012024121,0.010712109,-0.000222585
-0.845,0.012295006,0.011612774,-0.001002635,,-1.5379,0.012024121,0.010712109,-0.000222585
-0.85,0.012755246,0.011207677,-0.000902371,,-1.547,0.012484361,0.010307012,-0.000122321
-0.855,0.012558,0.012017871,-0.001303425,,-1.5561,0.012287115,0.011117206,-0.000523375
-0.86,0.011834765,0.012017871,-0.001303425,,-1.5652,0.01156388,0.011117206,-0.000523375
-0.865,0.012755246,0.012287935,-0.000601581,,-1.5743,0.012484361,0.01138727,0.000178469
-0.87,0.013807226,0.012422968,-0.00080215,,-1.5834,0.013536341,0.011522303,-2.21E-05
-0.875,0.013281236,0.012287935,-0.001503952,,-1.5925,0.013010351,0.01138727,-0.000723902
-0.88,0.012886744,0.013368193,-0.001203162,,-1.6016,0.012615859,0.012467528,-0.000423112
-0.885,0.012886744,0.013368193,-0.001203162,,-1.6107,0.012615859,0.012467528,-0.000423112
-0.89,0.013872974,0.012152903,-0.000401054,,-1.6198,0.013602089,0.011252238,0.000378996
-0.895,0.01407022,0.012287935,-0.001303425,,-1.6289,0.013799335,0.01138727,-0.000523375
-0.9,0.013346985,0.013098129,-0.001804743,,-1.638,0.0130761,0.012197464,-0.001024693
-0.905,0.013675728,0.012828064,-0.000902371,,-1.6471,0.013404843,0.011927399,-0.000122321
-0.91,0.013675728,0.012828064,-0.000902371,,-1.6562,0.013404843,0.011927399,-0.000122321
-0.915,0.013675728,0.012828064,-0.000902371,,-1.6653,0.013404843,0.011927399,-0.000122321
-0.92,0.014661959,0.012828064,-0.001303425,,-1.6744,0.014391074,0.011927399,-0.000523375
-0.925,0.014135969,0.014313419,-0.001002635,,-1.6835,0.013865084,0.013412754,-0.000222585
-0.93,0.014333215,0.013908322,-0.001002635,,-1.6926,0.01406233,0.013007657,-0.000222585
-0.935,0.014333215,0.013908322,-0.000401054,,-1.7017,0.01406233,0.013007657,0.000378996
-0.94,0.016305676,0.012287935,-0.00070185,,-1.7108,0.016034791,0.01138727,7.82E-05
-0.945,0.016042681,0.012693032,-0.001002635,,-1.7199,0.015771796,0.011792367,-0.000222585
-0.95,0.016042681,0.012693032,-0.001002635,,-1.729,0.015771796,0.011792367,-0.000222585
-0.955,0.014530461,0.014313419,-0.001804743,,-1.7381,0.014259576,0.013412754,-0.001024693
-0.96,0.014924953,0.014718516,-0.000902371,,-1.7472,0.014654068,0.013817851,-0.000122321
-0.965,0.015122199,0.014853548,-0.00070185,,-1.7563,0.014851314,0.013952883,7.82E-05
-0.97,0.015122199,0.014853548,-0.00070185,,-1.7654,0.014851314,0.013952883,7.82E-05
-0.975,0.016437173,0.013233161,-0.000902371,,-1.7745,0.016166288,0.012332496,-0.000122321
-0.98,0.017160409,0.014718516,-0.001503952,,-1.7836,0.016889524,0.013817851,-0.000723902
-0.985,0.015253697,0.015123613,-0.00200527,,-1.7927,0.014982812,0.014222948,-0.00122522
-0.99,0.015911184,0.014583484,-0.001804743,,-1.8018,0.015640299,0.013682819,-0.001024693
-0.995,0.017686398,0.015123613,-0.001503952,,-1.8109,0.017415513,0.014222948,-0.000723902
-1,0.01558244,0.016338903,-0.001002635,,-1.82,0.015311555,0.015438238,-0.000222585
